13294,5125,61,118
9270,5123,42,198
20791,5117,96,55
15211,5100,70,91
10701,5091,49,117
11097,5059,51,81
11560,5051,53,112
9615,5047,44,111
10250,5032,47,98
12610,5009,58,82
14548,4989,67,76
13698,4929,63,90
8517,4860,39,93
9838,4855,45,118
12181,4834,56,85
13513,4824,62,121
9606,4817,44,102
10906,4816,50,106
9829,4804,45,109
9817,4803,45,97
10249,4803,47,97
11593,4801,53,145
12828,4766,59,84
10048,4744,46,112
14595,4739,67,123
10454,4695,48,86
12854,4690,59,110
11540,4688,53,92
11145,4684,51,129
15887,4663,73,119
21006,4649,97,54
9600,4647,44,96
8522,4642,39,98
10255,4612,47,103
10703,4608,49,119
11533,4606,53,85
15880,4585,73,112
16096,4584,74,112
2060,4581,9,116
9910,4571,45,190
15858,4557,73,90
15630,4555,72,78
10259,4551,47,107
12616,4535,58,88
11315,4513,52,83
11768,4509,54,104
12836,4500,59,92
9825,4497,45,105
15448,4496,71,112
9054,4485,41,198
15009,4466,69,105
14355,4461,66,99
10677,4447,49,93
15664,4443,72,112
10461,4430,48,93
9614,4396,44,110
11106,4394,51,90
9183,4374,42,111
12182,4368,56,86
10926,4345,50,126
8105,4321,37,113
5147,4312,23,179
20651,4309,95,131
9818,4292,45,98
14781,4272,68,93
18235,4271,84,91
17366,4255,80,86
9816,4226,45,96
12403,4225,57,91
10455,4223,48,87
10918,4216,50,118
13077,4182,60,117
10261,4179,47,109
10450,4163,48,82
12644,4161,58,116
10263,4149,47,111
10908,4141,50,108
8615,4123,39,191
11346,4118,52,114
8755,4109,40,115
10706,4101,49,122
13927,4087,64,103
14356,4020,66,100
12427,4019,57,115
10241,3987,47,89
13504,3983,62,112
11099,3936,51,83
12184,3923,56,88
12185,3916,56,89
9374,3881,43,86
9052,3864,41,196
24552,3864,113,144
12857,3862,59,113
10885,3858,50,85
10678,3852,49,94
10705,3850,49,121
8504,3848,39,80
17357,3848,80,77
8953,3841,41,97
13066,3840,60,106
10704,3824,49,120
13517,3811,62,125
6362,3805,29,98
9613,3795,44,109
16935,3737,78,87
10710,3734,49,126
8543,3686,39,119
11104,3678,51,88
14380,3661,66,124
20367,3650,94,63
13734,3638,63,126
8948,3627,41,92
8952,3619,41,96
11154,3615,51,138
10712,3610,49,128
17586,3604,81,90
10460,3596,48,92
33954,3565,157,42
14761,3555,68,73
15643,3555,72,91
12640,3540,58,112
5711,3537,26,95
16073,3536,74,89
14159,3534,65,119
11373,3532,52,141
14143,3528,65,103
10709,3525,49,125
13950,3523,64,126
9385,3521,43,97
8951,3502,41,95
17368,3496,80,88
10924,3488,50,124
13072,3488,60,112
15434,3484,71,98
10236,3481,47,84
14344,3471,66,88
9387,3452,43,99
21105,3443,97,153
9694,3435,44,190
9170,3431,42,98
10480,3422,48,112
16520,3420,76,104
34386,3397,159,42
8091,3390,37,99
11105,3360,51,89
10038,3349,46,102
12838,3344,59,94
10462,3331,48,94
9841,3326,45,121
10475,3320,48,107
13501,3300,62,109
16504,3297,76,88
11525,3291,53,77
32812,3276,151,196
10927,3266,50,127
9184,3242,42,112
8950,3230,41,94
10047,3225,46,111
10264,3223,47,112
7869,3207,36,93
12852,3205,59,108
15945,3200,73,177
13730,3188,63,122
5496,3185,25,96
11325,3184,52,93
12397,3181,57,85
17581,3180,81,85
8970,3175,41,114
10010,3169,46,74
7441,3155,34,97
13704,3153,63,96
34171,3149,158,43
14760,3148,68,72
10025,3143,46,89
11372,3127,52,140
8540,3124,39,116
9809,3119,45,89
20154,3119,93,66
15442,3114,71,106
13947,3096,64,123
11134,3095,51,118
8955,3079,41,99
17372,3076,80,92
14978,3048,69,74
15192,3046,70,72
15642,3043,72,90
11350,3037,52,118
10235,3034,47,83
10043,3033,46,107
13075,3029,60,115
11994,3004,55,114
10670,3001,49,86
14591,2996,67,119
18108,2993,83,180
20235,2990,93,147
21517,2988,99,133
10925,2968,50,125
11537,2963,53,89
13514,2963,62,122
15885,2920,73,117
10928,2915,50,128
11311,2910,52,79
13273,2890,61,97
8732,2882,40,92
10892,2882,50,92
14123,2879,65,83
11130,2873,51,114
14570,2867,67,98
18006,2864,83,78
11149,2857,51,133
13296,2846,61,120
11103,2841,51,87
16288,2831,75,88
20868,2812,96,132
14146,2779,65,106
16529,2765,76,113
16745,2748,77,113
6144,2742,28,
11147,2740,51,
13485,2723,62,
11538,2717,53,
9176,2715,42,
13701,2713,63,
5929,2711,27,
34819,2710,161,
34387,2706,159,
7886,2703,36,
11148,2703,51,
13301,2694,61,
17151,2691,79,
32596,2673,150,
11740,2671,54,
9399,2667,43,
8971,2644,41,
20582,2641,95,
17829,2634,82,
5930,2629,27,
14572,2628,67,
14996,2622,69,
9599,2620,44,
17178,2611,79,
13292,2601,61,
7870,2599,36,
13712,2598,63,
9390,2597,43,
8503,2587,39,
18019,2585,83,
10672,2581,49,
12398,2580,57,
16736,2575,77,
11102,2574,51,
9177,2568,42,
16519,2564,76,
8969,2560,41,
8321,2544,38,
10894,2542,50,
12212,2541,56,
16961,2539,78,
11316,2536,52,
33029,2525,152,
12183,2515,56,
9839,2513,45,
10671,2505,49,
10246,2489,47,
14163,2487,65,
11317,2486,52,
10492,2483,48,
13907,2477,64,
10066,2474,46,
18704,2469,86,
8725,2468,40,
32380,2465,149,
18046,2462,83,
20583,2461,95,
11153,2440,51,
13184,2440,61,
19294,2427,89,
9174,2423,42,
13509,2422,62,
13516,2412,62,
18435,2411,85,
15225,2407,70,
14804,2387,68,
8614,2386,39,
9373,2386,43,
13486,2379,62,
16313,2379,75,
13922,2376,64,
11750,2373,54,
9157,2357,42,
11307,2351,52,
11152,2342,51,
10479,2324,48,
15419,2304,71,
11973,2301,55,
15884,2300,73,
4812,2296,22,
17792,2285,82,
10916,2281,50,
18864,2281,87,
13267,2274,61,
5712,2260,26,
13484,2259,62,
11566,2257,53,
14546,2247,67,
13044,2246,60,
8941,2239,41,
9617,2235,44,
8083,2231,37,
14107,2228,65,
9695,2225,44,
8508,2218,39,
19079,2213,88,
9630,2212,44,
10711,2212,49,
10482,2207,48,
6795,2203,31,
10449,2198,48,
14783,2190,68,
9697,2188,44,
7868,2187,36,
9178,2184,42,
11151,2184,51,
19724,2179,91,
11545,2171,53,
9389,2170,43,
17580,2164,81,
18264,2164,84,
13191,2152,61,
14801,2141,68,
9379,2137,43,
9175,2136,42,
24473,2136,113,
9181,2132,42,
13515,2125,62,
11966,2118,55,
13482,2115,62,
18265,2095,84,
11150,2080,51,
8927,2074,41,
19505,2072,90,
14563,2062,67,
8956,2054,41,
11526,2054,53,
8537,2049,39,
19509,2045,90,
8945,2040,41,
34817,2030,161,
14987,2025,69,
10917,2023,50,
13478,2023,62,
11374,2021,52,
13512,2020,62,
10903,2018,50,
14114,2011,65,
15433,2002,71,
7655,1993,35,
5927,1992,27,
14108,1976,65,
13477,1973,62,
7206,1969,33,
9388,1956,43,
16305,1956,75,
30802,1956,142,
18649,1953,86,
10226,1952,47,
11835,1940,54,
9056,1930,41,
10237,1929,47,
14164,1929,65,
16544,1911,76,
13200,1908,61,
9182,1905,42,
11741,1903,54,
10008,1899,46,
32381,1899,149,
9381,1892,43,
9384,1887,43,
17370,1882,80,
9179,1875,42,
13697,1868,63,
15005,1863,69,
14564,1861,67,
8399,1855,38,
9164,1855,42,
9840,1849,45,
10668,1843,49,
15414,1840,71,
18107,1839,83,
14594,1836,67,
34603,1835,160,
15024,1834,69,
18880,1833,87,
10784,1829,49,
8299,1824,38,
4779,1823,22,
7894,1823,36,
18482,1823,85,
14762,1822,68,
8730,1817,40,
24369,1814,112,
9796,1813,45,
9185,1811,42,
9595,1801,44,
13897,1800,64,
9180,1796,42,
18220,1795,84,
11970,1792,55,
8880,1783,41,
16097,1781,74,
4631,1778,21,
8539,1778,39,
24984,1777,115,
8514,1773,39,
11324,1769,52,
13725,1766,63,
3024,1764,14,
13917,1763,64,
14160,1762,65,
10923,1751,50,
16089,1749,74,
8398,1746,38,
16594,1746,76,
9159,1745,42,
14793,1745,68,
8507,1742,39,
13051,1741,60,
8090,1737,37,
14116,1737,65,
10875,1736,50,
34601,1733,160,
20152,1731,93,
17150,1728,79,
14350,1727,66,
14120,1726,65,
10005,1721,46,
27192,1720,125,
10477,1713,48,
19939,1702,92,
9271,1699,42,
9393,1692,43,
14788,1692,68,
16102,1687,74,
14565,1682,67,
17802,1681,82,
9160,1678,42,
19353,1678,89,
9488,1676,43,
18005,1676,83,
8754,1674,40,
14376,1672,66,
11091,1664,51,
18702,1663,86,
11578,1658,53,
13287,1656,61,
13733,1656,63,
8541,1654,39,
9837,1654,45,
11746,1654,54,
8106,1644,37,
21290,1644,98,
18548,1638,85,
16720,1635,77,
8320,1631,38,
22742,1627,105,
20574,1618,95,
7443,1612,34,
2295,1611,10,
20434,1611,94,
13942,1598,64,
10902,1594,50,
17611,1591,81,
8832,1580,40,
16735,1579,77,
9055,1578,41,
34167,1571,158,
12177,1570,56,
16521,1559,76,
26054,1559,120,
11717,1558,54,
11767,1558,54,
22630,1558,104,
8498,1553,39,
11371,1550,52,
11310,1548,52,
20217,1548,93,
20668,1545,95,
13948,1538,64,
24983,1537,115,
10009,1534,46,
19934,1534,92,
14802,1532,68,
22292,1531,103,
11781,1529,54,
9094,1527,42,
7225,1522,33,
8719,1520,40,
12210,1519,56,
10283,1518,47,
17612,1518,81,
10890,1514,50,
18931,1507,87,
15247,1502,70,
9835,1500,45,
11419,1494,52,
16308,1494,75,
10922,1489,50,
16713,1488,77,
14126,1482,65,
20579,1482,95,
21516,1482,99,
24982,1481,115,
8718,1477,40,
10915,1476,50,
12618,1473,58,
16719,1471,77,
10244,1470,47,
8325,1469,38,
14592,1469,67,
8085,1465,37,
17579,1464,81,
20646,1464,95,
13930,1459,64,
9580,1456,44,
31019,1456,143,
15943,1448,73,
8533,1447,39,
8965,1438,41,
12380,1435,57,
9795,1434,45,
17394,1433,80,
18484,1431,85,
9696,1426,44,
17395,1425,80,
8957,1424,41,
14699,1424,68,
11312,1421,52,
18703,1421,86,
33247,1417,153,
24368,1413,112,
28492,1413,131,
13696,1411,63,
18483,1411,85,
6147,1408,28,
21101,1406,97,
15883,1404,73,
13716,1402,63,
18221,1400,84,
19364,1400,89,
15226,1395,70,
13080,1393,60,
18650,1390,86,
21698,1387,100,
10126,1382,46,
16732,1381,77,
19097,1381,88,
6580,1380,30,
14789,1379,68,
12826,1376,59,
22291,1373,103,
14808,1367,68,
15221,1361,70,
10006,1359,46,
8536,1353,39,
9590,1353,44,
24554,1352,113,
14988,1349,69,
18485,1349,85,
34602,1349,160,
22094,1348,102,
19139,1344,88,
14764,1340,68,
2276,1338,10,
16098,1334,74,
8506,1333,39,
8373,1332,38,
14323,1330,66,
14119,1329,65,
18266,1329,84,
9850,1325,45,
15236,1323,70,
13078,1322,60,
15243,1316,70,
9167,1315,42,
19569,1315,90,
4848,1313,22,
6990,1313,32,
8075,1311,37,
14112,1311,65,
17583,1311,81,
9836,1309,45,
14357,1308,66,
10007,1307,46,
10219,1307,47,
20884,1307,96,
11306,1306,52,
17371,1304,80,
10496,1303,48,
14596,1301,67,
13260,1300,61,
22628,1299,104,
7422,1298,34,
20018,1296,92,
20581,1289,95,
9847,1286,45,
10021,1284,46,
20580,1282,95,
15857,1279,73,
12856,1277,59,
6445,1276,29,
15032,1270,69,
17582,1270,81,
24768,1269,114,
29497,1264,136,
17774,1259,82,
7872,1256,36,
13913,1256,64,
14127,1255,65,
33055,1255,153,
5098,1254,23,
25019,1254,115,
10919,1251,50,
23690,1251,109,
13695,1250,63,
11749,1249,54,
24767,1248,114,
18710,1247,86,
20585,1247,95,
8499,1246,39,
21545,1246,99,
15650,1241,72,
11836,1238,54,
14560,1237,67,
14807,1235,68,
16278,1230,75,
11751,1228,54,
21542,1227,99,
11739,1220,54,
9051,1217,41,
17140,1217,79,
10055,1216,46,
10914,1216,50,
18714,1216,86,
14129,1213,65,
18047,1213,83,
19800,1211,91,
8535,1210,39,
13731,1210,63,
32813,1209,151,
17578,1208,81,
12446,1207,57,
13729,1200,63,
15441,1199,71,
14118,1198,65,
20017,1198,92,
12556,1196,58,
18491,1196,85,
34820,1193,161,
8753,1191,40,
12864,1189,59,
22526,1183,104,
13302,1182,61,
19582,1180,90,
11933,1176,55,
19799,1176,91,
10282,1174,47,
15671,1174,72,
18705,1173,86,
10240,1172,47,
18664,1172,86,
26270,1172,121,
4632,1170,21,
20236,1170,93,
9842,1169,45,
22413,1167,103,
13923,1166,64,
10495,1165,48,
15227,1164,70,
18492,1162,85,
20889,1162,96,
11998,1156,55,
33030,1156,152,
10003,1155,46,
18915,1151,87,
33739,1151,156,
6446,1148,29,
14683,1147,67,
31881,1145,147,
17369,1143,80,
8505,1142,39,
9832,1142,45,
10443,1140,48,
8087,1139,37,
21543,1137,99,
10271,1136,47,
21322,1135,98,
11738,1132,54,
11418,1131,52,
8497,1129,39,
6771,1128,31,
15246,1126,70,
22847,1125,105,
18713,1123,86,
14803,1121,68,
14989,1119,69,
8538,1111,39,
11511,1111,53,
10067,1110,46,
10245,1109,47,
18711,1109,86,
9831,1107,45,
18920,1102,87,
10487,1101,48,
19581,1101,90,
11786,1099,54,
8831,1096,40,
17828,1096,82,
34389,1094,159,
9489,1090,43,
13945,1089,64,
15449,1086,71,
26535,1083,122,
18712,1081,86,
16536,1079,76,
23498,1077,108,
13199,1076,61,
11532,1075,53,
9692,1073,44,
18706,1073,86,
23715,1073,109,
26976,1070,124,
14111,1066,65,
14378,1065,66,
20451,1065,94,
7887,1064,36,
8292,1063,38,
10498,1063,48,
2274,1061,10,
11850,1060,54,
9631,1059,44,
13732,1059,63,
17585,1057,81,
7867,1056,36,
21544,1053,99,
11997,1050,55,
15455,1050,71,
25631,1048,118,
19940,1047,92,
20575,1047,95,
18096,1046,83,
15020,1045,69,
10050,1043,46,
9273,1040,42,
14332,1040,66,
15241,1039,70,
19132,1039,88,
8711,1036,40,
11996,1036,55,
9173,1035,42,
14811,1035,68,
9478,1034,43,
28491,1034,131,
24803,1033,114,
20022,1030,92,
18007,1029,83,
9805,1024,45,
21763,1019,100,
12540,1018,58,
19078,1018,88,
5495,1014,25,
7873,1013,36,
12066,1012,55,
15668,1010,72,
24151,1010,111,
10920,1009,50,
17793,1009,82,
20151,1006,93,
2490,1005,11,
19136,1003,88,
20231,1001,93,
13899,1000,64,
9046,999,41,
13523,999,62,
14573,995,67,
13406,994,62,
14374,994,66,
21980,993,101,
16282,991,75,
8101,990,37,
21323,989,98,
13266,988,61,
18698,988,86,
14770,987,68,
8724,986,40,
15079,984,69,
8501,983,39,
14345,983,66,
8759,981,40,
6577,979,30,
15728,977,72,
20650,977,95,
13904,976,64,
17789,973,82,
20584,971,95,
21546,971,99,
9693,969,44,
13898,969,64,
2294,962,10,
8545,962,39,
9849,961,45,
6143,960,28,
13900,958,64,
5531,957,25,
13943,956,64,
19148,956,88,
24586,956,113,
22525,954,104,
10889,951,50,
14165,951,65,
27828,949,128,
13723,948,63,
23281,948,107,
7435,947,34,
13682,947,63,
15727,946,72,
15944,942,73,
26486,942,122,
28045,940,129,
26318,939,121,
8833,937,40,
21541,929,99,
30658,929,141,
8500,928,39,
12281,927,56,
14806,927,68,
26977,925,124,
8502,921,39,
3761,920,17,
26966,917,124,
11954,916,55,
22721,916,105,
10659,915,49,
18444,915,85,
7885,914,36,
9581,914,44,
17788,914,82,
11571,911,53,
15250,911,70,
10568,910,48,
9392,909,43,
5030,907,23,
9413,906,43,
10497,904,48,
11005,904,50,
15248,904,70,
12832,902,59,
20415,895,94,
9484,894,43,
13415,894,62,
18863,892,87,
27406,892,126,
10893,889,50,
17791,889,82,
14166,888,65,
26102,888,120,
24974,886,115,
14816,884,68,
19130,883,88,
10883,880,50,
13073,880,60,
14346,880,66,
9598,877,44,
24367,877,112,
7679,874,35,
18447,871,85,
26751,871,123,
15934,867,73,
5064,866,23,
9267,865,42,
23044,865,106,
14324,863,66,
9395,858,43,
20433,858,94,
15240,857,70,
18014,857,83,
9394,856,43,
20795,855,96,
20216,853,93,
14863,851,68,
15023,851,69,
22310,851,103,
7680,849,35,
27404,849,126,
11221,847,51,
15864,845,73,
13901,844,64,
20789,844,96,
11155,842,51,
16289,842,75,
8496,840,39,
13924,840,64,
7205,839,33,
20825,838,96,
9602,837,44,
7895,835,36,
9597,835,44,
20652,835,95,
14133,834,65,
14682,834,67,
24975,827,115,
8916,825,41,
13192,824,61,
18263,823,84,
13522,821,62,
16100,817,74,
5280,816,24,
27180,815,125,
10225,814,47,
13045,814,60,
11220,812,51,
31667,812,146,
6645,811,30,
9593,810,44,
6793,809,31,
20366,808,94,
24338,807,112,
5040,806,23,
23213,806,107,
11351,805,52,
15873,805,73,
25669,804,118,
16965,803,78,
8762,800,40,
10489,800,48,
6792,798,31,
15027,797,69,
16716,796,77,
17797,795,82,
27405,795,126,
19351,794,89,
18230,792,84,
18493,791,85,
14976,790,69,
17892,790,82,
19352,790,89,
27396,790,126,
15239,789,70,
28480,789,131,
8834,788,40,
14205,788,65,
19784,787,91,
8516,785,39,
22196,785,102,
24122,785,111,
34388,785,159,
15426,784,71,
17989,784,83,
13502,782,62,
15295,781,70,
23933,781,110,
12218,780,56,
19074,777,88,
6991,768,32,
8110,766,37,
15865,766,73,
23932,766,110,
9196,764,42,
19293,762,89,
8749,759,40,
9195,759,42,
14571,759,67,
25452,759,117,
8978,757,41,
16088,757,74,
19134,757,88,
11138,756,51,
8074,755,37,
11567,753,53,
7436,752,34,
14483,752,67,
9848,750,45,
28262,745,130,
18333,744,84,
7675,743,35,
19570,743,90,
9618,740,44,
19785,740,91,
12385,739,57,
25847,738,119,
13460,737,62,
18648,736,86,
23064,736,106,
8528,735,39,
15231,734,70,
15249,733,70,
19131,733,88,
15245,732,70,
7671,731,35,
